sender_id,message,length_of_message,consulate_location,visa_status,Questions,University_name,VisaInterviewDate
-1001285729190,"06/07/2021
New Delhi consulate
Regular: Appointment 
Status: Approved ✅
Slot time: 8:40am
In-time:8:00am
Out-time:9:00am

University: Truman State University 
Program: Masters of Arts in Communication Sciences and Disorders 
I have a previous B1/B2 reject
VO was an Asian American guy

VO: Good morning
Me: Good morning officer
VO: pass me your i20 and passport
Me: Passed 
VO: How did you find about Truman State University and Why this university?
Me: I went through the American Speech and Hearing website and searched for the university which aligned with my areas of interest. 
Truman State University is the only university in US which along with its cirriculum offers special clinical opportunities such as Missouri First Steps which is an early intervention program, Speak out and Loud crowd which is for the individuals with Parkinsion's Disease.  
(Cuts me ... )
VO: How do you apply Communications Sciences in real life? 
Me: Communication Sciences helps in dealing with children and adults who have speech, language and communication disorders.
http://t.me/f1interviewreviews
VO: Will you be working as a Speech- Language Pathologist
Me: Yes
VO: How will you be funding yourself? 
Me: I have sanctioned student loan of 40 lacs along with that my parents have liquid assests and savings of 54 lacs and immovable assests of 75 lacs. 
VO: You applied for a B1/B2 visa in 2019 what was the purpose of that?
Me: My uncle stays in US so I wanted to visit him and my cousins. 
VO: I'm approving your visa ( I didn't hear after that)
Me: Thank you officer, Have a great day!
@f1interviewreviews",1598,delhi,approved,"['vo: how did you find about truman state university and why this university?', 'vo: how do you apply communications sciences in real life? ', 'vo: will you be working as a speech- language pathologist', 'vo: how will you be funding yourself? ', 'vo: you applied for a b1/b2 visa in 2019 what was the purpose of that?']",Truman State University,
-1001285729190,"06/07/2021
Kolkata consulate
Regular: Appointment 
Status: Approved ✅
Slot time: 9:15 am
In-time: 9:10 am
out-time:9:15 am

University: University of Dayton
VO was an American guy!
interview didn't even last 

VO: Good morning
Me: Good morning officer
VO: pass me your i20 and passport
Me: Passed 
VO: tell me about your course
Me: I'm intent to pursue masters in computer science with specialisation in cyber security From university of dayton,ohio
http://t.me/f1interviewreviews
VO: who is sponsoring you.?
Me: My father is going to sponsor my education
VO: What does he do?
Me: He was works as an associate Vice President in XX company
VO: What is his annual income?
Me:  Rs X Lakh
VO: I'm approving your visa, collect your visa in a week
Me: Thank you officer
VO: Have a good day
Me: Thank you, Have a great day officer  

@f1interviewreviews",846,kolkata,approved,"['vo: who is sponsoring you.?', 'vo: what does he do?', 'vo: what is his annual income?']",university of dayton,
-1001285729190,"Interview Experience 
6th July 2021
Consulate: Kolkata
Appointment Type: Regular

Slot time: 08:00 AM
Out time: 08:10 AM
Duration: < 1 min

University: University of Arizona
Course: MS in Electrical & Computer Engineering
Approved ✅ 

Me: Good Morning officer
VO: Good Morning. I'll need your passport and i-20
*passed passport & i20 and scanned passport* 
VO: Okay, now fingerprints. Place your left 4 fingers on the scanner
* Done *
VO: Okay, Tell me about your course and what you'll be doing in it.
http://t.me/f1interviewreviews
Me: I am planning to pursue Master's in Electrical and Computer Engineering at University of Arizona. My specialization will be VLSI as I developed an interest for it during my undergrad and also worked in this domain for 6 months.
VO: How will you be paying?
Me: My father will be my sponser. He works at ... in .... He has a savings of xx lakhs and annual income of xx lakhs

VO: Alright. Your visa is approved. You'll get your passport in a week.
Me: Thank so much officer....
@f1interviewreviews",1033,kolkata,approved,['vo: how will you be paying?'],University of Arizona,July 2021
-1001285729190,"Visa experience - 6/7/21 
Hyd consulate
Time : 8:00 Am ,
In time - 8:00am , out - 8:25 am
Counter no 12

Vo: show me your passport for scanning
Vo: where are you going
Me: I'm going to UTD, Texas, USA
Vo: course
Me: MSBA
http://t.me/f1interviewreviews
vo: what is Business analytics and why BA
me: I am really passionate about data science, so I want to do business analytics and gain some real world experience for like 5-6 yrs and then prepare myself to become a data scientist.
vo: Ok, what will you learn and how will this effect
me: Lemme tell you with an example, If you go in Netflix and go to movies.. it says""movies you might like"" so based on historical data we get results. and there is 90% chance that you'll like it. I want to work ..(he stopped me)
Vo : your visa has been issued, thank you
me : thank you sir, you made my day
@f1interviewreviews",860,hyderabad,NA,"['vo: where are you going', 'vo: what is business analytics and why ba']",,
-1001285729190,"06/07/2021
Mumbai consulate
Regular: Appointment 
Status: Approved ✅
Slot time: 8:40am
In-time:8:00am
out-time:9am

University: SUNY Binghamton
VO was an American guy!
The wait time is more, interview didn't even last a min

VO: Good morning
Me: Good morning official
VO: pass me your i20 and passport
Me: Passed 
VO: what are your plans in USA
Me: I'm traveling to pursue masters in computer science from SUNY Binghamton
http://t.me/f1interviewreviews
VO: What was your undergraduation course?
Me: Information Science and Engineering
(VO didn't hear, asked me to repeat) 
 VO: Oh okay. Tell me about your finding (looks at i20 and nods)
Me: My father is going to find VO: What does he do?
Me: He was working for Emirates in Dubai for 14 years and now he is a business man
VO: What is his annual income?
Me: currently Rs X Lakhs
VO: How much was it then?
Me: Rs XX Lakhs
(VO thinks for a while then keeps my passport aside and picks white slip)
VO: I'm approving your visa, you can see the day to collect your visa in white slip and carry your i20 when you're flying
Me: Thank you officer
VO: Have a good day
Me: Thank you, Have a great day officer  

@f1interviewreviews",1171,mumbai,approved,"['vo: what are your plans in usa', 'vo: what was your undergraduation course?', 'me: my father is going to find vo: what does he do?', 'vo: what is his annual income?', 'vo: how much was it then?']",,
-1001285729190,"Date : 1st July
Hyderabad (EA)
status : Approved
University: Iowa State University

Vo: good morning, please show ur passport
Me: good morning sir
(Scanned passport)
Vo:So...Iowa State ..good...when did u graduate?
Me : 2020 sir
Vo: tell me about the projects u did in ur undergrad?
Me: during my final semester I worked on ....(talked about my final year project related to ML)
Vo: how successful was ur project?
(Didn't expect this)
Me: I worked under the guidance of my professor and I was awarded a gold medal for this..( lied)
Vo: ok...
Me: I also published a research paper in an international journal which was related to machine learning
Vo: excellent!...what about funding?
Me: my parents are my primary sponsors ..(cut me off)
Vo : what does ur father do?
Me:told
Vo:ur mother?
Me:told
VO: combined annual income?
Me:told
http://t.me/f1interviewreviews
Vo: any Savings?
Me: yes sir we have savings of 30l apart from that  I have taken a loan of 30l from...
Vo: collateral or non collateral?
Me: it's a collateral loan based on a flat owned by my father
(Scrolling for 10-15 sec)
Vo:can I scan ur past again?
(Scanned for 2-3 times)
Vo: ur visa is approved , drop ur passport in dropbox
Me: thank you sir ..(cut me off)
@f1interviewreviews",1248,hyderabad,approved,"['vo:so...iowa state ..good...when did u graduate?', 'vo: tell me about the projects u did in ur undergrad?', 'vo: how successful was ur project?', 'vo: excellent!...what about funding?', 'vo : what does ur father do?', 'vo:ur mother?', 'vo: combined annual income?', 'vo: any savings?', 'vo: collateral or non collateral?', 'vo:can i scan ur past again?']",Iowa State University,1st July
-1001285729190,"Date: 1st July
Consulate: Chennai 
Visa: F1 
Appointment Type: Normal 
Interview time: 8.30 AM
In time: 7.45 AM
Out time: 9.30 AM
Status: Approved ✅
http://t.me/f1interviewreviews
Counter no. 27
University: University of Illinois at Urbana Champaign, MS in Information Management

Huge lines at 7.45 am which included people who had 8 am, 8.30 am and 9 am appointments. 
VO was a balding man. He approved a person on his 9th attempt right before me without much questions.

Background about me, had an L1 visa reject from work back in 2018 but VO didn't even ask a question about that.

VO: Good morning!
Me: Good morning officer! Hope you're having a great day!
VO: Pass me your passport and i20 
Me: *passed it*
VO: So tell me how this degree will help you? (Wasn't prepared for this)
Me: I want make my father's goal of easy access to healthcare a reality here in India. With this degree, I can broaden my horizon of digital transformation by specialising in Data Science as well as improve my managerial and leadership ability which will help me full this goal by contributing to the digital transformation of the Indian healthcare system. 
VO: When did you graduate?
Me: 2018
Vo: What's you GPA?
Me: Told
VO: That's great! How do you plan to fund your education?
Me: A combination of personal and family savings. 
VO: Do you have a house?
Me: Yes, but it's my grandmother's in Bangalore. 
VO:  Wow, looks like you've traveled to a lot of countries in the past 3 years. 
Me: Yes officer, I traveled as tourist with my family to UAE in 2018, and Spain, Germany, Austria and Switzerland in 2019.
VO: That's amazing! Have you tried the steak in Germany? *laughs*
Me: No officer, I am vegetarian *laughs*
VO: Oh, you work for Deloitte?
Me: Yes officer, from the past 3 years
VO: Have you been to Pakistan? *Laughs*
Me: No, officer!
VO: Place your left hand 4 fingers. Congrats, your visa is approved.
Me: Thank you officer, have a nice day!
@f1interviewreviews",1960,chennai,approved,"['vo: when did you graduate?', ""vo: what's you gpa?"", ""vo: that's great! how do you plan to fund your education?"", 'vo: do you have a house?', 'vo: oh, you work for deloitte?']",University of Illinois at Urbana Champaign,1st July
-1001285729190,"28/06/2021
Chennai Consulate
Regular: Appointment 
Status: Approved ✅
Slot time: 9am
In-time:8:40am
out-time:10am
Interview time: 1min

University: Wake Forest University 
Course: ms in Business Analytics
Vo was a very chill guy (counter 21) and approved everyone’s visa before mine. 
There were only 3 counters working.

Vo: good morning, pass me just your passport.
Me: good morning sir! (Passed him my passport, tried to give my i20 as well but he told me he just needed my passport)

(I already had a j1 visa in 2019 as I went to do a summer internship at utd)
Vo: what did you do with your j1 visa?
Me: I went to do a summer internship.
http://t.me/f1interviewreviews
Vo: what internship was it?
Me: it was about big data and deep learning.
Vo: (looks at the screen for a few seconds and reads for a few secs), So now you’re going to Wake Forest right?
Me: yes sir, for masters in business analytics.
Vo: what are some electives that you’ll be taking this semester. 
Me: stats and prob, career management, and also r programming.
Vo: alright, everything looks good, your visa is approved. Your passport will be delivered to you within a week.
Me: thank you so much sir, have a great day!
( I was so surprised that I wasn’t asked at all about my funding or finances, the VO wasn’t asking the people before me too. He just wanted to know if we had genuine interest towards the program).

Thank you so much for this group, for helping me out so much! 

@f1interviewreviews",1474,chennai,approved,"['vo: what did you do with your j1 visa?', 'vo: what internship was it?', 'vo: (looks at the screen for a few seconds and reads for a few secs), so now you’re going to wake forest right?', 'vo: what are some electives that you’ll be taking this semester. ']",,
-1001285729190,"28/06/2021
New Delhi Embassy 
Regular: Appointment 
Status: Approved ✅
Slot time: 11am
In-time:8:25am
out-time:9am

University: Portland State University 
VO was a Chinese American guy!
( he had already approved two people before me on H1B)
VO: good morning! Please pass your I-20 and passport.
Me: <passed>
VO: what are your plans in the US?
Me: I am going to the US to pursue my masters in EEE(said as per I-20) at PSU.
VO: how many universities did you apply to?
Me: apart from PSU, I had applied to 8 universities and had admits from 7 of them.
VO: Why did you chose PSU over others?
Me:during my undergrad, I had cultivated interest in VLSI and Comp Arch domain and for that PSU offers two specialised program tracks dedicated to my area of interest. Moreover, the courses under the prog tracks are very nicely-designed and the curriculum is also flexible. So, these are the reasons for me to choose PSU over other Uni's.
http://t.me/f1interviewreviews
VO: How will a degree in EEE help you in future?
Me: the degree(MS) in EEE and the coursework offers hands-on exposure to industry standard tools and expertise on which develops a proper skillset and also adds on to strengthen my resume which eventually open more professional opportunities for me in India.
VO: Who are your sponsors?
Me: My parents are going to fund me and apart from that I have an educational loan.
VO: What do they do?
Me: My father works as a Network manager at a private firm and my mother also works at the same company in admin office.
VO: What are your parents combined income?
Me: Around 19LPA
VO: Your visa is approved. Please follow the quarantine guidelines!
Me: Thank you so much sir. You made my day! I hope you have a great day ahead!
@f1interviewreviews",1745,delhi,approved,"['vo: what are your plans in the us?', 'vo: how many universities did you apply to?', 'vo: why did you chose psu over others?', 'vo: how will a degree in eee help you in future?', 'vo: who are your sponsors?', 'vo: what do they do?', 'vo: what are your parents combined income?']",Portland State University,
-1001285729190,"29 June
Mumbai
Time: 8:50 am
Check in : 7:30 am
Out : 8:20 am
Counter : 33
Status - Accepted ✅

VO was The Legend *Bald American guy*

VO : Good Morning pass me your passport and I20
http://t.me/f1interviewreviews
Me : (passed) here you go, officer

VO : What's your father?
Me : He is a successful businessman. He is into construction business for more than 30 years

VO : What's his annual income?
Me : He earns XX Lacs rupees annually.

VO : Place your right-hand fingers on the scanner
Me : did

VO : Your visa is approved

Me : Thank you, have a nice day
@f1interviewreviews",579,mumbai,approved,"[""vo : what's your father?"", ""vo : what's his annual income?""]",,29 June
-1001285729190,"Appointment Type: Normal
University: Ohio State University
Major: MS in Finance (Double Masters)
Consulate: Bombay
Date: June 29
In: 8:00am 
Out: 8:40am 
Interview length: ~2mins (Legendary Bald Guy)

Status: APPROVED ✅

VO: Good morning! Please pass your DS-160, I-20, Sevis and Passport

Me: Here you go officer. 

Me: I want to clarify something about my DS. I had my Biometrics in Delhi so I filled a new DS and updated the info on the Portal. I have both DS-160s if you’d like to see.

VO: *casually nods* no its all here, you’re good. 

Me: Great, as long as you can see the information *VO chuckles*

VO: I see you already have an F-1 visa 

Me: Yes officer, I did my undergrad from.. (VO interrupts) 

VO: Who’s your sponsor?

Me: My dad. He is a petroleum consultant, currently working as a rig manager for X.

VO: Petroleum Consultant is not a job title. What is his job title?

Me: Rig Manager 

VO: What is his annual income?

Me: 1Cr. I also have liquid savings and an FD worth..

VO: *cuts me off as it to say ‘no need’*

VO: What was your major?

Me: I studied Communication with a focus on Business Management and Econ

VO: Ok so now you want to pursue a master’s in Finance? Why the sudden change of stream?

Me: It’s not so much a change of stream. Its actually more or a transition. I also have a MS in Management from Cranfield University in the UK, so my undergrad and post grad education so far have given me a holistic academic insight into the inner workings of different business processes and how they homogeneously exist to make an organization tick. Now I want to zone in on a micro lv. and specialize in Finance *VO kept nodding and looking me in the eye the whole time*

VO: Ok so why a second masters in Finance now?
http://t.me/f1interviewreviews
Me: I want to specialize in Finance so I can pursue a career as a Financial Analyst in Corp. Finance. I did consider the traditional MBA route, however given my existing masters degree, the MBA would have been repetitive and more time consuming. 

VO: How is the MBA more time consuming?

Me: An average MBA takes two years. Both my masters combined will take 18months. 

*At this point he seemed a little perplexed so I was a little nervous, but eventually he went Oh, Ok*

VO: Place your right four fingers on the scanner. 

VO: Okay, YOUR VISA IS APPROVED. 

Me: Thank you. *and quickly left before he changed his mind* 

PS: Despite getting the bald guy I knew I would be interrogated over my second masters degree so I had prepared for that.

Only a few rejections over the most basic things: 

1. Not being able to explain how bachelors is relevant to masters.

2. Not knowing the source of their savings.

3. Poorly ranked universities with no explanation as to exactly why they selected said school over others. 

Make sure you prepare well for the basic questions, answer them in calm conversational manner and you will easily get an approval!
@f1interviewreviews",2951,delhi,approved,"['vo: who’s your sponsor?', 'vo: petroleum consultant is not a job title. what is his job title?', 'vo: what is his annual income?', 'vo: what was your major?', 'vo: ok so now you want to pursue a master’s in finance? why the sudden change of stream?', 'vo: ok so why a second masters in finance now?', 'vo: how is the mba more time consuming?']",Ohio State University,June 29
-1001285729190,"Date- 2nd July 2021
Consulate- Mumbai
Status- REJECTED ❌
Attempt:- 3rd
Slot- 8
In time- 7.45
Out time- 8.40
Counter- 33 
Interview time- 40 seconds

University- Northeastern University

VO was Legendary American bald guy.

Me:- good morning sir
Vo:- good morning, pass me your passport, scan your left hand 4 fingers
 Me:- sure
 Vo:- pass me your i20 
 Me:- given
 Vo:- (reading previous comments for 10 sec)
  Why did you change University?
  Me:- After my last attempt, I got an opportunity to improve my profile, 
  Vo:- ( interrupts me in between)
   I don't want to know your profile, why did you change University?
   Me:- I have scored 320 in my gre and applied for better universities(without letting me complete)
   Vo:-  I have not asked your gre score, last time you said you only wanted to go to Houston, why did you change University?
   Me:- sir, can I please complete my answer?
   Vo:- look,  I am human, answer to me as a human (he was in a lot of hurry, approving visa for other students by only asking 2 qs, who is funding and what is the amount of funding in 20 sec each, I was unlucky as it was my reattempt )
Why this university?

   Me:- northeastern University provides dedicated laboratories for supply chain research( vo interrupts)
   http://t.me/f1interviewreviews
   Vo:- I am giving you last chance, I do not want to hear a speech, why this university?
   Me:- I have been following research work of dr Jacqueline Griffith in design and management of large scale networks, Design if supply chain and resilience,.....(interrupts)
Vo:- thank you for applying, you are not eligible for visa this time.
Me:- can I reapply?
Vo- you are always free to reapply.
@f1interviewreviews",1704,mumbai,rejected,"['  why did you change university?', ""   i don't want to know your profile, why did you change university?"", '   vo:-  i have not asked your gre score, last time you said you only wanted to go to houston, why did you change university?', '   me:- sir, can i please complete my answer?', 'why this university?', '   vo:- i am giving you last chance, i do not want to hear a speech, why this university?', 'me:- can i reapply?']",,
-1001285729190,"Visa Interview Experience 

Consulate: Kolkata
Appointment Type: Regular

Slot time: 08:15 AM
In time: 07:45 AM
Out time: 08:30 AM
Counter: 6
Interview Duration: <1 minute
Status: Approved ✅ 

Vo: Good morning, how're you?
Me: I'm good, how about you?
Vo: I'm fine, pass me your I-20 and passport
Me: Passed it.
Vo: So you have had a US Visa before?
Me: Yes, I did have a Visa but haven't been to the US
Vo: Ok, and that was an L2?
Me: Yes.
Vo: So tell me what you're specialising in?
Me: VLSI and Computer architecture
http://t.me/f1interviewreviews
Vo: Ok and what about the funding?
Me: My parent's and I are contributing to my education. My parent's are contributing XX dollars which they had saved since my childhood for my education and I myself have earned XX dollars from working at Y for the past few years.
Vo: Great, what are your future plans?
Me: I would like to move to a more research oriented role at my current company. These roles have a say in product design and a minimum requirement of a master's degree with research experience. That's where the master's would fit in.
Vo: Ok, your Visa is approved, you'll get it in a week.
Me: Thank you so much.
Vo: Have a great day.
Me: You too :)
@f1interviewreviews",1226,kolkata,approved,"[""vo: good morning, how're you?"", ""me: i'm good, how about you?"", 'vo: so you have had a us visa before?', 'vo: ok, and that was an l2?', ""vo: so tell me what you're specialising in?"", 'vo: ok and what about the funding?', 'vo: great, what are your future plans?']",,
-1001285729190,"1-07-2021
Mumbai
Slot time:8:20
In time 8:00
Out time : 9:30
Status : APPROVED ✅
 Waited 1 hour outside the interview pannel 

Me: Good morning officer.I hope you are doing well
VO: Good morning.pass me your passport,i20
Me: Here it is
VO :what does your father do
Me: Told
VO:Annual income of your father
Me:told
http://t.me/f1interviewreviews
VO:How many employees work under him
Me: 
VO:Tell me about your funds
Me:my father is my sponsor.my father have savings of 26.5 lakhs and I have taken an education loan of 10.5 lakhs which are  enough to complete my master's(I got scholarship from the university of 10,000 dollars)
VO:where are you from
Me:
VO:okay congrats your vissa is aprooved
Me: thank you officer you made my day
@f1interviewreviews",750,mumbai,approved,['vo:where are you from'],,
-1001285729190,"Kolkata 
July 2nd 
Slot time - 8.45 am
In time - 8.35 am 
Out time - 8.45 am 
Interview time : 40-50 secs
Status - Approved ✅

VO - Good morning
Me - Good morning officer
VO - Please pass your I20 and passport
Me - (Passed)
http://t.me/f1interviewreviews
VO: What are you going to USA for?
Me: I am going to pursue my Masters in Computer Science at UTA and want to specialise in AI
VO - Why AI? 
Me - When I was in my final year I did research on Al and ultimately developed interest in it. 
VO - Who's sponsoring you
Me - My parents are sponsoring me and they have savings of xxx lakhs. 
VO - Congratulations I am approving your visa.
Me - Thank you sir
@f1interviewreviews",674,kolkata,approved,"['vo: what are you going to usa for?', 'vo - why ai? ']",,July 2nd
-1001285729190,"F1 visa experience
Date: July 2
http://t.me/f1interviewreviews
Consulate: Chennai
Slot: 11 am
Reached:10 am
In: 10.40 am
Interview duration:45 seconds
Out:11.20 am
College: Georgia tech
MS in bioinformatics

Vo was an African American woman

Vo: good morning, pass me your i20 and passport
Me: good morning( passed the documents)
Vo: Which university are you going to?
Me: I am going to Georgia tech to pursue MS in Bioinformatics
Vo: When did you complete your undergrad
Me: August 2020
Vo: How will you fund your education?
Me: I have a secured loan of 63L approved by Canara Bank. Apart from this, my parents will be sponsoring me.
Vo: Is it a public/private bank?
Me: Public bank
Vo: What does your father do?
Me: He is an electrical engineer. He works at Chuan Shun electric as a global design head. 
Vo: What is his annual salary?
Me: He earns xyz lpa 
Vo: What are your plans after graduation?
Me: I am aiming at two companies based in Bangalore, India named Biocon and Syngene. I want to work there as a bioinformatics scientist. Maybe 5-6 years down the line I would incubate my own startup in Bangalore.
Vo: Okay great! Place your four fingers on the scanner. I am
approving your visa and you will receive your passport within a week. Thank you and have a nice day.
Me: Thank you! You too.
@f1interviewreviews",1319,chennai,approved,"['vo: which university are you going to?', 'vo: when did you complete your undergrad', 'vo: how will you fund your education?', 'vo: is it a public/private bank?', 'vo: what does your father do?', 'vo: what is his annual salary?', 'vo: what are your plans after graduation?']",,July 2
-1001285729190,"Visa Interview Experience 

Date: 2nd July 2021
Consulate: New Delhi Embassy
Appointment Type: Regular
Status : Approved ✅

Slot time: 12:00 
In time: 11:15 AM
Out time: 12:10

Got screened across the road from the embassy at the waiting area and there was no line. Had no electronics or bags on me. Crossed the road-Passport got scanned again. Went through another set of security and then sat in the waiting area. 5 rows with a minimum of 10 people sitting in each. Every row was being sent in one after the other. Waited for about 15-20 minutes. 

First counter they check your passport and SEVIS fee payment and then you proceed to the interview area. Waited there for another 10-15 minutes. 

Interview Duration: 1 min
Counter no: 19 (VO was an Indian American guy) 
University: Boston University School of Law 
http://t.me/f1interviewreviews
Course: Master of Law (LLM)

Walked up to the counter, exchanged “good morning and how are you” and he asked for my documents - passport and i20 only.

Asked to scan fingers by the VO.

VO: (Reading my i20 and typing for 30 seconds) I have heard about LLM, Master of Law and JD but not ‘Program for Foreign Lawyers’ (that is what is given in the i20). Can you explain what program is that?
Me : (I had prepared for this question since I knew it may be confusing to understand) It is an LLM program only but for foreign lawyers and especially tailored for Foreign trained lawyers like me. (Kept it short since I wanted to give to the point answers but was ready to explain more). He nodded and understood.
VO: How many schools did you apply to?
Me: 7 in total. Boston College, NEU, PennState, UIUC,USC and UC Davis.
The moment I said UC Davis he looked at me (he was looking at the screen while I was answering) and said that he’s an alumni of UC Davis and was happy that I applied to the school. He also said that I should have taken up an admit there instead of other schools but said that BU is a good school too.
VO: How are you planning to find your education?
Me: I have received a scholarship of $17,500 from BU and other than that my father will be funding my education.
VO: What does your father do?
Me:  He’s a doctor.
VO: So why did you not become a doctor and chose to be a lawyer?
Me: Told about my passion for law and how my father has always supported my dreams and kept it short.
VO: Typical desi dads no “beti ko doctor hi banayenge”
Me: Just laughed and realised that it was just a light anecdote he was sharing and not questioning. That’s when I understood they’re just looking for crisp answers with confidence.
VO: Great! Your visa is approved and all the best for your studies. Took my passport and gave me back my i-20.
(I was expecting more questions. 
He did not ask about my funding sources. I was prepared with the numbers.)
@f1interviewreviews",2818,delhi,approved,"['vo: (reading my i20 and typing for 30 seconds) i have heard about llm, master of law and jd but not ‘program for foreign lawyers’ (that is what is given in the i20). can you explain what program is that?', 'vo: how many schools did you apply to?', 'vo: how are you planning to find your education?', 'vo: what does your father do?', 'vo: so why did you not become a doctor and chose to be a lawyer?']",Boston University School of Law,2nd July 2021
-1001285729190,"Visa interview experience 

Date : 2nd july 2021
Consulate : Chennai 
Appointment type: Regular

Slot Time: 9:00 AM
Overall in-out timing 30 minutes

Interview Duration : 30-35 seconds
Counter No : 29 (vo was american semi bald guy in late 30’s)
University : ASU
Course : MS in Construction Management and Technology 
Status : Approved ✅
http://t.me/f1interviewreviews

VO : Good morning, please pass me your Passport and i-20.
Me : Good morning sir, here it is
VO : Why USA?
Me :  Educational approach there is more futuristic and industry ready. It’s one of the most sought out destination among students globally. Moreover, seniors and friends studying there gave me a very positive feedback. So I chose to do my masters in CMT from ASU, USA.
PS: told this answer because, guy before me answered the generic one (about his intent to pursue masters in xxx from yyy uni) but VO asked him again, gentlemen, why USA?

VO : Why masters?
Me : With the experience from my undergrads and past work , I’ve understood that my field of interest is more leaned towards managerial aspect of business. So masters in CMT would help me gain relevant skills and knowledge, which inturn helps in the advancement of my career.
VO : What does your parents do?
Me : Told that they’re working in so and so company as Xxx and their annual income is Yyyy.    
VO : what plans after masters?
Me : If given a chance…..(interrupted)

vo: Just place your left 4 fingers on the scanner ur visa is approved.
Me : Thank you sir. Have a good day.

Note : I saw almost everyone with green slips. 4 counters were opened in Chennai.
@f1interviewreviews",1620,chennai,approved,"['vo : why usa?', 'ps: told this answer because, guy before me answered the generic one (about his intent to pursue masters in xxx from yyy uni) but vo asked him again, gentlemen, why usa?', 'vo : why masters?', 'vo : what does your parents do?', 'vo : what plans after masters?']",,2nd july 2021
-1001285729190,"Date: July 1, 2021
Kolkata
Approved ✅
VO: looks chinese in 20s probably

Slot: 8.15 AM
Course: MS in CS
College: Texas A&M 



VO: Good Morning!
Me : Good morning .....!!
http://t.me/f1interviewreviews
VO: Pass me the documents ( passed i20, passport n sevis fee receipt)
VO: What course are you going for?
Me: I am going to pursue master's in computer science at Texas A&M University at College Station, TX
VO: What is your area of interest?
Me : I intend to specialise in ml by taking up related courses from the list offered by my department.
VO: What is your background in ML?
Me : (mentioned about the online courses plus a brief project I worked on at my current job )
VO: Are you going to join back your team in Bengaluru after ms?
Me : I would love to . In case that doesn't work out, I will look for similar roles in fintech or health care companies such as ..... (Mentioned a few companies which are in Bengaluru or Hyderabad)
VO: Do you expect a promotion then
Me: I might get the next job grade(explained a bit on job grades at my current org) . Even if i don't get promoted, I might get paid higher because the it is an R&D kind of team.
VO : How are you funding your studies?
Me: (told about my edu loan ,savings I have plus scholarship which totals to 2*i20)
VO : (in a veryyyy low voice ) Ok im keeping your passport,you can collect after 3-5 days
@f1interviewreviews",1383,hyderabad,approved,"['vo: what course are you going for?', 'vo: what is your area of interest?', 'vo: what is your background in ml?', 'vo: are you going to join back your team in bengaluru after ms?', 'vo: do you expect a promotion then', 'vo : how are you funding your studies?']",Texas A&M University,"July 1, 2021"
-1001285729190,"Mumbai - 2nd July
Slot time: 8:10 am
In time: 07:45 am
Out time: 08:45 am
Counter Number: 31
VO description: Was an American Guy (maybe close to 40)

Purdue University

VO: Good Morning, pass me your passport and I20.
Me: Good Morning Officer. (Passed the passport and I20)

VO: Why are you going to US?
Me: To pursue Master's Degree in Aeronautics and Astronautics at the Purdue University.

VO: How many universities you applied to?
Me: 6 in total, 4 in US.

VO: Where all you applied in US?
Me: Told

VO: How many admits you got?
Me: I got only 1 admit.

VO: When did you graduate and what's your bachelor's degree in?
Me: I graduated in June 2020 with a degree in Mechanical Engineering.

VO: What were you doing since then?
Me: I had secured a job but onboarding got delayed due to COVID, and started working from March 2021.

VO: So, where do you work and what do you work on?
Me: I work at Boeing India Private Limited in the Information Technology department. The work is focused on providing IT solutions required for the company.
http://t.me/f1interviewreviews

VO: If you have a Mechanical Engineering degree, then how did you get a software job?
Me: The company notified while recruitment that there will be a two months training and there after we will be assigned projects.

VO: Okay, so how are you going to fund your study?
Me: I have taken a loan of 40 lakhs and my dad has savings of 32 lakhs, which I think should be enough for the entire duration.

VO: What does your Father do?
Me: He is X at Y company.

VO: How much does he earns?
Me: He earns Rs. Z per annum.

VO: Place your left hand four fingers on the scanner.
Me: did that

VO: Your visa is approved. Thank you for your application to the US Visa! (Returned the I20, along with a white slip - which has general instructions about passport delivery)
Me: Thanks officer, have a nice day!
@f1interviewreviews",1884,mumbai,approved,"['vo: why are you going to us?', 'vo: how many universities you applied to?', 'vo: where all you applied in us?', 'vo: how many admits you got?', ""vo: when did you graduate and what's your bachelor's degree in?"", 'vo: what were you doing since then?', 'vo: so, where do you work and what do you work on?', 'vo: if you have a mechanical engineering degree, then how did you get a software job?', 'vo: okay, so how are you going to fund your study?', 'vo: what does your father do?', 'vo: how much does he earns?']",the Purdue University,June 2020
